0,2.9222,19.69,19.369,15.342,0,1.9182,5.5121,12.166,17.683,0,1.2042,9.8678,16.428,19.26,0,1.7233,11.238,17.54,18.759,0,1.7297,8.3212,13.967,15.632,0,1.7649,8.6862,12.218,15.711,0,2.0198,8.5323,15.123,19.833,0,2.1705,9.4634,15.443,18.502,0,1.8162,8.1975,15.507,19.504,0,0.84877,10.416,15.652,18.258
0.032959,3.1345,17.552,18.615,14.601,0.030566,1.5099,3.8706,8.487,12.438,0.034384,1.0367,9.4396,15.717,17.907,0.035696,1.4,10.577,15.889,16.67,0.036481,1.3184,6.7445,9.4071,10.749,0.034832,1.4294,2.6743,7.6407,12.152,0.0329,1.4731,8.1059,12.554,15.906,0.03361,2.0875,8.6616,12.3,17.109,0.033006,1.6945,7.8685,14.844,18.967,0.03644,0.73676,9.8675,14.824,16.51
0.065596,3.2665,17.747,18.293,14.599,0.06623,1.0591,1.6082,5.8393,7.9494,0.066987,0.92469,9.1384,15.183,16.984,0.068498,1.1903,9.8962,14.787,14.845,0.069325,1.0274,5.1691,7.5282,5.9726,0.066122,1.1651,4.8827,8.0713,10.208,0.066722,1.1863,2.7136,7.199,11.217,0.066881,1.8715,7.9768,10.852,14.619,0.067556,1.6153,7.6274,14.428,18.087,0.069323,0.59983,9.1879,13.822,14.849
0.09774,3.153,16.742,18.391,14.156,0.099138,1.0298,0.26671,2.4611,4.4355,0.10227,1.0599,8.7015,14.036,15.854,0.10246,1.26,9.2251,12.954,13.446,0.10236,0.92559,4.0397,4.8942,3.3044,0.10174,1.1907,0.79445,4.5637,7.9781,0.098902,1.3469,5.0473,6.9632,9.3645,0.10094,1.9669,7.4634,10.181,13.022,0.10058,1.8377,7.42,13.397,17.006,0.1022,0.68185,8.5206,12.058,13.312
0.13249,2.9988,16.769,17.671,13.71,0.13287,0.99171,1.3124,0.78827,2.0826,0.13517,1.1205,8.5311,13.882,15.592,0.1333,1.2258,8.616,12.204,12.294,0.13644,0.87564,2.8856,3.3132,1.3763,0.13334,1.1884,3.7837,5.6997,7.6741,0.13357,1.2205,1.3743,4.1188,6.9867,0.13359,1.9397,6.8989,8.5785,11.593,0.13156,1.9589,7.1846,13.047,15.892,0.13642,0.69706,7.9493,10.022,10.971
0.16647,3.2036,15.531,17.44,13.252,0.16499,0.57465,2.1771,0.98286,0.62507,0.16577,0.84972,8.4096,13.347,15.229,0.16947,0.92062,8.1673,10.898,11.129,0.16737,0.54248,2.1276,2.0938,0.2467,0.16558,0.81607,7.4035,5.1875,7.2352,0.1673,0.8904,3.8342,4.8165,7.1431,0.16682,1.6214,6.423,8.0411,9.7531,0.16763,1.7407,6.9714,12.022,14.871,0.16928,0.3267,7.2556,9.4739,9.4955
0.19927,2.9789,14.94,16.805,12.694,0.19897,0.53817,3.1325,2.4269,1.0727,0.20224,0.87471,8.2142,12.933,14.714,0.20245,0.97944,7.6103,9.6639,9.8535,0.20194,0.53667,1.6469,1.4185,0.56776,0.20177,0.82227,8.1805,4.8371,7.0687,0.20121,0.86721,0.53894,2.6154,5.887,0.2008,1.6028,5.8265,7.1856,7.8525,0.20053,1.8545,6.6868,11.023,13.64,0.2001,0.40688,6.8372,9.0178,8.4686
0.2322,2.9874,14.281,16.234,12.052,0.23309,0.43199,3.6687,3.4718,2.2994,0.23529,0.87381,8.0392,12.581,14.066,0.23545,1.1045,7.2752,8.9104,8.7442,0.23581,0.4448,1.1996,1.055,0.16318,0.23401,0.8437,0.60631,2.6229,5.4232,0.23421,0.84376,4.0608,4.0119,5.6272,0.23369,1.4085,5.3296,5.8865,5.8795,0.23336,1.8905,6.3094,10.186,12.505,0.23639,0.37141,6.3333,8.4489,7.753
0.2649,3.2404,13.118,13.756,10.803,0.26724,0.057884,4.0551,4.3002,3.3337,0.26773,0.56803,8.0349,12.246,13.604,0.26888,0.77275,6.8095,8.0343,7.871,0.26871,0.099972,1.0776,0.87738,0.87688,0.26788,0.4698,3.8207,4.9208,7.1443,0.26621,0.51653,0.64594,2.5727,5.323,0.26692,1.0833,4.8608,4.4413,4.354,0.2676,1.5054,6.1685,9.6013,11.739,0.2688,0.037409,6.1691,8.1306,7.5301
0.299,2.9867,12.517,13.835,10.21,0.2999,0.098001,4.486,5.1856,4.207,0.30164,0.61095,7.9351,12.027,12.944,0.30182,0.78084,6.387,7.4232,6.9113,0.30245,0.14431,0.95689,0.86094,1.2441,0.29935,0.54146,10.259,4.9699,7.3211,0.30138,0.59051,4.0665,3.6367,5.3195,0.3006,1.1441,4.3526,3.1972,3.0062,0.30074,1.6345,5.9159,9.2133,11.206,0.30269,0.037632,5.9644,7.9588,7.6962
