0,3.5404,7.1884,17.151,19.61,0,9.4917,11.316,15.302,17.668,0,7.8976,15.359,18.523,19.814,0,7.9801,15.878,15.78,19.043,0,7.1139,15.972,15.792,18.508,0,8.199,14.958,16.868,19.929,0,7.0089,15.189,17.787,19.044,0,8.1708,15.262,16.133,18.79,0,7.6736,15.414,16.907,19.875,0,9.105,15.083,17.955,19.882
0.032612,3.7081,6.8358,16.392,18.22,0.032809,9.1247,9.6056,13.031,15.544,0.033796,7.6849,14.816,15.71,18.52,0.035046,7.7035,15.085,15.047,18.105,0.034459,6.8013,14.729,13.719,15.863,0.033031,8.0208,14.407,14.922,17.308,0.032741,7.1277,14.716,14.382,17.233,0.032892,8.0518,14.691,15.79,17.345,0.03209,7.6931,14.907,16.613,18.963,0.030888,8.9106,14.155,15.662,17.842
0.067073,3.7896,5.6662,14.065,17.427,0.063804,8.8521,8.4144,11.109,11.939,0.066779,7.3903,14.293,15.629,16.72,0.068074,8.3984,14.312,15.452,15.996,0.067239,6.4888,13.714,11.706,14.072,0.065125,7.8839,13.883,13.637,16.05,0.065425,7.2005,14.27,14.488,15.823,0.065511,7.9619,14.128,15.128,15.784,0.065035,7.6951,14.557,16.448,18.438,0.067227,8.6891,13.478,14.316,15.923
0.09942,4.0861,5.4169,12.766,15.886,0.10007,8.8224,7.1322,8.7749,8.8741,0.097399,7.3138,13.663,12.588,14.948,0.10081,8.014,13.866,13.676,15.189,0.099756,6.413,12.792,11.562,12.591,0.10003,8.2472,13.677,13.056,14.716,0.099835,7.2114,13.459,13.27,14.132,0.099972,8.1393,13.529,12.506,14.931,0.099975,7.9028,14.089,15.079,17.691,0.09934,8.7885,12.668,12.653,14.223
0.1317,4.3354,4.981,11.421,14.23,0.13286,8.8001,6.1722,6.5877,6.1059,0.13148,7.209,13.083,12.455,13.694,0.13496,8.1183,13.299,12.923,13.928,0.13328,6.3223,12.16,10.742,11.763,0.13311,7.4196,13.319,11.558,13.911,0.13223,7.4599,13.023,13.035,13.102,0.13301,8.1692,12.89,11.119,13.221,0.13319,7.9932,13.753,15.028,17.325,0.13225,8.8895,12.078,11.518,12.637
0.16701,4.2011,4.061,10.661,12.054,0.16504,8.465,5.5957,4.8974,3.9082,0.16691,6.8151,12.554,11.87,12.455,0.16801,7.8553,12.728,12.153,12.574,0.16653,6.1653,11.591,10.018,10.805,0.16696,7.3308,12.958,11.399,12.906,0.16615,7.3277,12.494,11.788,11.835,0.16699,7.9939,12.461,10.251,11.204,0.16576,7.8398,13.506,14.406,16.573,0.1671,8.6292,11.512,10.302,11.518
0.19916,4.4944,3.5118,9.8359,10.634,0.19989,8.4468,4.7669,3.4989,1.8989,0.19987,6.8276,12.098,9.8784,10.733,0.20155,7.9606,12.142,9.4737,10.536,0.20054,6.1175,11.243,10.234,10.045,0.19999,7.5175,12.255,11.138,11.775,0.2,7.4934,11.944,9.3263,11.161,0.1999,8.0704,11.861,9.3836,10.923,0.19994,7.9747,13.155,13.969,16.327,0.20015,8.6877,10.785,9.5741,10.439
0.23302,4.661,2.8039,8.191,9.5835,0.2331,8.3996,4.1944,1.7847,0.58167,0.2322,6.7788,11.546,8.6783,10.605,0.23497,7.6049,11.625,8.5866,9.5657,0.23441,6.2205,10.773,8.7821,9.3282,0.23296,7.64,11.824,8.8628,10.588,0.23201,7.5728,11.421,9.2732,10.158,0.23295,8.1444,11.367,9.1815,9.7906,0.23297,8.0463,12.836,13.428,15.996,0.23204,8.6998,10.233,9.1931,9.6453
0.26705,4.4988,2.1148,7.7445,8.4785,0.26589,8.1047,3.9923,3.5832,2.4818,0.26669,6.3349,11.239,8.7064,9.9649,0.26737,7.3956,11.157,6.9588,9.0887,0.26759,6.0544,10.437,6.8567,8.1964,0.26694,7.4531,11.581,8.8173,9.803,0.26589,7.3959,11.121,9.1913,9.3804,0.26692,7.9301,10.961,6.7906,7.8457,0.26361,7.8137,12.71,12.909,15.165,0.26708,8.4604,10.082,8.7096,8.9853
0.30029,4.5881,1.6916,6.024,6.7721,0.29989,8.1497,3.766,3.632,3.512,0.29969,6.4164,10.877,9.1314,9.4025,0.30018,7.4865,10.561,6.6911,7.9681,0.30146,6.211,9.9471,6.5728,8.2393,0.2999,7.5864,11.107,8.5626,9.2532,0.29994,7.5129,10.733,8.8817,8.5393,0.30015,8.0285,10.495,6.8028,7.8732,0.30008,7.9019,12.448,12.573,14.673,0.30008,8.5188,9.703,7.8238,8.32
0.33273,3.7779,0.8113,5.7342,6.1451,0.33046,8.1697,3.5874,4.1309,4.5676,0.33303,6.4367,10.49,8.7114,8.1977,0.33509,7.5719,9.8574,6.2318,6.5401,0.33458,6.306,9.5073,5.6678,7.1356,0.33284,7.6959,10.788,8.0381,8.1471,0.33299,7.6007,10.303,7.2544,7.1064,0.33288,8.0674,9.9154,6.4163,6.8762,0.33232,7.9781,12.187,12.007,13.405,0.33276,8.5393,9.2568,7.0947,7.1622
0.36701,3.4758,0.4597,4.6608,5.1042,0.36552,8.1254,3.4096,4.3235,4.988,0.36705,6.4389,10.069,5.5574,7.0575,0.36796,7.6283,9.3771,6.0426,5.7368,0.36732,6.3918,9.1517,5.5594,6.4443,0.36543,7.7441,10.418,6.9502,7.4409,0.36352,7.6735,9.8385,7.0252,6.3514,0.36566,8.0885,9.5164,6.1596,6.0602,0.36522,8.0299,11.932,11.659,12.696,0.36718,8.5421,8.8496,6.5733,6.442
0.39998,3.1661,0.33173,3.5021,4.7367,0.39993,8.095,3.2053,4.1855,5.0211,0.39976,6.3272,9.5792,7.1522,6.6912,0.40102,7.6357,8.7888,5.6775,4.7751,0.39995,6.4616,8.826,5.697,6.043,0.40006,7.8015,10.059,6.0492,6.8842,0.40008,7.7471,9.4086,6.8259,5.7049,0.39989,8.1288,9.1116,6.3478,5.9806,0.39996,8.064,11.584,11.626,12.241,0.39956,8.5437,8.4145,6.4934,5.9209
0.43256,2.5889,0.61881,3.2549,3.4703,0.43091,7.6196,3.2816,4.6858,4.9253,0.43046,5.8278,9.3705,6.7284,6.4112,0.43492,7.328,8.4745,2.46,3.7924,0.43431,5.6213,8.8828,5.2405,6.1684,0.433,7.4169,9.9714,5.6216,6.9119,0.43275,7.3765,9.4035,6.091,5.865,0.43286,7.7538,9.0468,5.8217,6.214,0.43208,7.8078,11.625,11.107,11.913,0.43243,8.1437,8.3146,5.9568,5.9586
0.46709,2.4824,0.98293,2.9187,3.195,0.46525,7.6688,3.079,4.9727,5.254,0.46692,5.8672,8.8936,6.0965,5.2579,0.46786,7.3894,7.8237,2.0374,2.5431,0.46573,5.3337,8.6902,4.9155,5.339,0.46516,7.473,9.5001,4.924,5.8294,0.46534,7.4859,9.0649,3.7029,4.7215,0.46542,7.8184,8.7423,5.5897,5.8587,0.46599,8.0524,11.386,10.621,11.169,0.46706,8.174,7.9466,5.341,4.8832
0.49989,2.4575,1.0291,2.9524,3.4226,0.49984,7.7013,2.777,5.214,5.6057,0.4997,5.9087,8.2803,2.5481,3.7324,0.5007,7.461,7.1375,1.6389,1.7569,0.49961,5.6501,8.2491,4.5079,4.8353,0.50005,7.6087,9.0965,4.689,5.2913,0.49979,7.6,8.5914,3.533,4.3975,0.49985,7.9157,8.3437,5.1591,5.6067,0.5,8.1838,10.943,10.211,10.502,0.49792,8.2932,7.5529,4.8747,4.3181
0.53232,2.4362,1.1973,2.9931,3.1341,0.53208,7.7278,2.5637,5.4349,6.2094,0.53251,5.9323,7.6734,2.3771,2.769,0.53498,7.5565,6.6423,1.3931,1.3113,0.53425,5.2614,7.9106,2.0465,3.3771,0.5329,7.3669,8.3343,3.5497,4.2065,0.53276,7.6413,8.2355,3.1959,3.8036,0.53226,7.8984,7.9807,4.718,5.0173,0.53305,8.296,10.567,9.8386,9.721,0.53317,8.2447,7.057,3.9538,3.2831
